DIRECCION,SUPERFICIE,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
José Bonifacio 3910,"210","259000","16576000","1233","78933","64",SEGUNDO,PARQUE AVELLANEDA,"9"
José Enrique Rodo al 3900,"327","350000","22400000","1070","68502","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Eva Peron,"600","630000","40320000","1050","67200","64",SEGUNDO,PARQUE AVELLANEDA,"9"
MONTE 4400,"294","230000","14720000","782","50068","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Bragado Esquina White,"192","155000","9920000","807","51667","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Pje La Cordillera,"160","160000","10240000","1000","64000","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Moreto al 700,"319","210000","13440000","658","42132","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Directorio al 3800,"179","362000","23168000","2022","129430","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Homero,"125","225000","14400000","1800","115200","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Directorio Avda,"370","600000","38400000","1622","103784","64",SEGUNDO,PARQUE AVELLANEDA,"9"
DIRECTORIO,"154","400000","25600000","2597","166234","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Laguna,"222","230000","14720000","1036","66306","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Av. Directorio,"372","580000","37120000","1559","99785","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Av Directorio,"154","400000","25600000","2597","166234","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Santander,"197","280000","17920000","1421","90964","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Mariano Acosta,"250","250000","16000000","1000","64000","64",SEGUNDO,PARQUE AVELLANEDA,"9"
A Moreto,"308","215000","13760000","698","44675","64",SEGUNDO,PARQUE AVELLANEDA,"9"
DAMASO LARRAÑAGA,"190","220000","14080000","1158","74105","64",SEGUNDO,PARQUE AVELLANEDA,"9"
MONTE al 4300,"264","230000","14720000","871","55758","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Martinez Castro 500,"179","358000","22912000","2000","128000","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Directorio Avda.,"179","362000","23168000","2022","129430","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Tandil,"234","460000","29440000","1966","125812","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Av. Directorio al 3700,"371","580000","37120000","1563","100054","64",SEGUNDO,PARQUE AVELLANEDA,"9"
MEDINA,"1050","850000","54400000","810","51810","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Remedios,"142","180000","11520000","1268","81127","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Av. Escalada,"350","580000","37120000","1657","106057","64",SEGUNDO,PARQUE AVELLANEDA,"9"
A Moreto,"320","199000","12736000","622","39800","64",SEGUNDO,PARQUE AVELLANEDA,"9"
ESCALADA,"280","180000","11520000","643","41143","64",SEGUNDO,PARQUE AVELLANEDA,"9"
Horacio Casco,"118","105000","6720000","890","56949","64",SEGUNDO,VILLA LUGANO,"8"
CAFAYATE,"225","150000","9600000","667","42667","64",SEGUNDO,VILLA LUGANO,"8"
AVENIDA RIESTRA,"212","375000","24000000","1769","113208","64",SEGUNDO,VILLA LUGANO,"8"
Av Castañares,"450","190000","12160000","422","27022","64",SEGUNDO,VILLA LUGANO,"8"
Av Argentina,"277","185000","11840000","668","42744","64",SEGUNDO,VILLA LUGANO,"8"
Crisostomo Alvarez,"168","120000","7680000","714","45714","64",SEGUNDO,VILLA LUGANO,"8"
MURGUIONDO,"333","400000","25600000","1201","76877","64",SEGUNDO,VILLA LUGANO,"8"
Av Argentina,"220","115000","7360000","523","33455","64",SEGUNDO,VILLA LUGANO,"8"
AUTOPISTA DELLEPIANE Y PIEDRABUNEA,"832","530000","33920000","637","40769","64",SEGUNDO,VILLA LUGANO,"8"
Dr F De Zuviria,"328","180000","11520000","549","35122","64",SEGUNDO,VILLA LUGANO,"8"
Batlle y Ordoñez 6800,"290","350000","22400000","1207","77241","64",SEGUNDO,VILLA LUGANO,"8"
SANTANDER,"110","89900","5753600","817","52305","64",SEGUNDO,VILLA LUGANO,"8"
Av Tte Gral Donato Alvarez,"380","690000","44160000","1816","116211","64",SEGUNDO,FLORES NORTE,"7"
TERRERO,"485","720000","46080000","1485","95010","64",SEGUNDO,FLORES NORTE,"7"
VARELA AV.,"433","820000","52480000","1894","121201","64",SEGUNDO,FLORES NORTE,"7"
NEUQUEN,"234","645000","41280000","2756","176410","64",SEGUNDO,FLORES NORTE,"7"
Donato Alvarez al 300,"798","1350000","86400000","1692","108271","64",SEGUNDO,FLORES NORTE,"7"
Donato Alvarez al 900,"449","1450000","92800000","3229","206682","64",SEGUNDO,FLORES NORTE,"7"
Alberdi y Carabobo,"334","1150000","73600000","3443","220359","64",SEGUNDO,FLORES NORTE,"7"
ALBERDI 1882/84,"145","630000","40320000","4345","278069","64",SEGUNDO,FLORES NORTE,"7"
Terrero al 800,"481","720000","46080000","1497","95800","64",SEGUNDO,FLORES NORTE,"7"
Terrero,"485","720000","46080000","1485","95010","64",SEGUNDO,FLORES NORTE,"7"
Terrero,"160","495000","31680000","3094","198000","64",SEGUNDO,FLORES NORTE,"7"
Terrero 900,"113","360000","23040000","3186","203894","64",SEGUNDO,FLORES NORTE,"7"
Yerbal,"147","350000","22400000","2381","152381","64",SEGUNDO,FLORES NORTE,"7"
Yerbal,"140","610000","39040000","4357","278857","64",SEGUNDO,FLORES NORTE,"7"
Alberdi 2600,"223","580000","37120000","2601","166457","64",SEGUNDO,FLORES NORTE,"7"
GAVILAN,"358","530000","33920000","1480","94749","64",SEGUNDO,FLORES NORTE,"7"
Terrada,"301","1400000","89600000","4651","297674","64",SEGUNDO,FLORES NORTE,"7"
RAMON FALCON,"151","400000","25600000","2649","169536","64",SEGUNDO,FLORES NORTE,"7"
Andrés Lamas entre Franklin y Neuquén,"380","530000","33920000","1395","89263","64",SEGUNDO,FLORES NORTE,"7"
Lafuente 100,"2100","745000","47680000","355","22705","64",SEGUNDO,FLORES NORTE,"7"
Avda Directorio,"2145","950000","60800000","443","28345","64",SEGUNDO,FLORES NORTE,"7"
Juan Bautista Alberdi al 2900,"398","850000","54400000","2136","136683","64",SEGUNDO,FLORES NORTE,"7"
Av San Pedrito y Av Rivadavia,"13270","6300000","403200000","475","30384","64",SEGUNDO,FLORES NORTE,"7"
BOLIVIA,"554","1600000","102400000","2888","184838","64",SEGUNDO,FLORES NORTE,"7"
Av. Directorio,"100","480000","30720000","4800","307200","64",SEGUNDO,FLORES NORTE,"7"
Carabobo,"287","950000","60800000","3310","211847","64",SEGUNDO,FLORES NORTE,"7"
Manuel R Trelles,"285","495000","31680000","1737","111158","64",SEGUNDO,FLORES NORTE,"7"
"AV. Alberdi, Juan Bautista","256","870000","55680000","3398","217500","64",SEGUNDO,FLORES NORTE,"7"
Bacacay 2700,"412","850000","54400000","2063","132039","64",SEGUNDO,FLORES NORTE,"7"
Gavilan,"390","560000","35840000","1436","91897","64",SEGUNDO,FLORES NORTE,"7"
BUFANO ALFREDO R.,"134","349000","22336000","2604","166687","64",SEGUNDO,FLORES NORTE,"7"
Culpina 0-100,"370","1050000","67200000","2838","181622","64",SEGUNDO,FLORES NORTE,"7"
"2500","338","440000","28160000","1302","83314","64",SEGUNDO,FLORES NORTE,"7"
Paez al 2900,"540","2000000","128000000","3704","237037","64",SEGUNDO,FLORES NORTE,"7"
"FALCON, RAMON L.,","203","370000","23680000","1823","116650","64",SEGUNDO,FLORES NORTE,"7"
RIVERA INDARTE 100,"268","930000","59520000","3470","222090","64",SEGUNDO,FLORES NORTE,"7"
Franklyn al 1700,"449","1450000","92800000","3229","206682","64",SEGUNDO,FLORES NORTE,"7"
esteban bonorino al 100,"257","850000","54400000","3307","211673","64",SEGUNDO,FLORES NORTE,"7"
Gavilan,"428","385000","24640000","900","57570","64",SEGUNDO,FLORES NORTE,"7"
Granaderos al 700,"369","600000","38400000","1626","104065","64",SEGUNDO,FLORES NORTE,"7"
Gavilan,"355","490000","31360000","1380","88338","64",SEGUNDO,FLORES NORTE,"7"
Av Boyacá,"568","1800000","115200000","3169","202817","64",SEGUNDO,FLORES NORTE,"7"
Paez,"148","290000","18560000","1959","125405","64",SEGUNDO,FLORES NORTE,"7"
Avenida Directorio,"259","960000","61440000","3707","237220","64",SEGUNDO,FLORES NORTE,"7"
Terreno en venta CON PLANOS APROBADOS PARA 12 PIS*,"410","1220000","78080000","2976","190439","64",SEGUNDO,FLORES NORTE,"7"
BOLIVIA,"408","800000","51200000","1961","125490","64",SEGUNDO,FLORES NORTE,"7"
Yerbal,"163","460000","29440000","2822","180613","64",SEGUNDO,FLORES NORTE,"7"
Cnel J Terrada,"287","630000","40320000","2195","140488","64",SEGUNDO,FLORES NORTE,"7"
Cnel E Bonorino,"102","450000","28800000","4412","282353","64",SEGUNDO,FLORES NORTE,"7"
Cnel E Bonorino,"149","430000","27520000","2886","184698","64",SEGUNDO,FLORES NORTE,"7"
Granaderos 200,"95","175000","11200000","1842","117895","64",SEGUNDO,FLORES NORTE,"7"
Av San Pedrito,"220","600000","38400000","2727","174545","64",SEGUNDO,FLORES NORTE,"7"
GRANADEROS,"390","650000","41600000","1667","106667","64",SEGUNDO,FLORES NORTE,"7"
Boyaca,"228","815000","52160000","3575","228772","64",SEGUNDO,FLORES NORTE,"7"
Curapaligue 300,"888","2700000","172800000","3041","194595","64",SEGUNDO,FLORES NORTE,"7"
PAEZ 2500,"450","420000","26880000","933","59733","64",SEGUNDO,FLORES NORTE,"7"
E Bonorino 100,"121","322000","20608000","2661","170314","64",SEGUNDO,FLORES NORTE,"7"
FRAY CAYETANO RODRIGUEZ,"191","319900","20473600","1675","107192","64",SEGUNDO,FLORES NORTE,"7"
Aranguren  2300,"196","450000","28800000","2296","146939","64",SEGUNDO,FLORES NORTE,"7"
Neuquen 1900,"128","485000","31040000","3789","242500","64",SEGUNDO,FLORES NORTE,"7"
Av Curapaligue,"888","2700000","172800000","3041","194595","64",SEGUNDO,FLORES NORTE,"7"
FELIPE VALLESE,"116","249000","15936000","2147","137379","64",SEGUNDO,FLORES NORTE,"7"
Av Lafuente 45,"574","1690000","108160000","2944","188432","64",SEGUNDO,FLORES NORTE,"7"
Bolivia,"165","220000","14080000","1333","85333","64",SEGUNDO,FLORES NORTE,"7"
Boyaca,"485","1280000","81920000","2639","168907","64",SEGUNDO,FLORES NORTE,"7"
Av Alberdi,"296","1100000","70400000","3716","237838","64",SEGUNDO,FLORES NORTE,"7"
Terrero,"1949","4000000","256000000","2052","131349","64",SEGUNDO,FLORES NORTE,"7"
Directorio al 2900,"330","800000","51200000","2424","155152","64",SEGUNDO,FLORES NORTE,"7"
CARACAS al 1000,"519","340000","21760000","655","41927","64",SEGUNDO,FLORES NORTE,"7"
Pedernera,"561","1300000","83200000","2317","148307","64",SEGUNDO,FLORES NORTE,"7"
Juan Bautista Alberdi 2900,"398","830000","53120000","2085","133467","64",SEGUNDO,FLORES NORTE,"7"
Camacua,"378","700000","44800000","1852","118519","64",SEGUNDO,FLORES NORTE,"7"
San Pedrito 50,"956","3150000","201600000","3295","210879","64",SEGUNDO,FLORES NORTE,"7"
Neuquen 2600,"979","1250000","80000000","1277","81716","64",SEGUNDO,FLORES NORTE,"7"
BOGOTA,"589","890000","56960000","1511","96706","64",SEGUNDO,FLORES NORTE,"7"
Neuquen,"749","1200000","76800000","1602","102537","64",SEGUNDO,FLORES NORTE,"7"
Dr C Argerich,"460","1000000","64000000","2174","139130","64",SEGUNDO,FLORES NORTE,"7"
juan b alberdi al 2000,"372","1180000","75520000","3172","203011","64",SEGUNDO,FLORES NORTE,"7"
ARTIGAS,"552","850000","54400000","1540","98551","64",SEGUNDO,FLORES NORTE,"7"
Gavilan,"177","390000","24960000","2203","141017","64",SEGUNDO,FLORES NORTE,"7"
Juan Bautista Alberdi 3000,"398","830000","53120000","2085","133467","64",SEGUNDO,FLORES NORTE,"7"
Neuquen,"144","300000","19200000","2090","133789","64",SEGUNDO,FLORES NORTE,"7"
Paez al 1900,"166","380000","24320000","2289","146506","64",SEGUNDO,FLORES NORTE,"7"
Camacuá y J B Alberdi,"378","750000","48000000","1984","126984","64",SEGUNDO,FLORES NORTE,"7"
BOGOTA,"600","580000","37120000","967","61867","64",SEGUNDO,FLORES NORTE,"7"
Culpina,"280","500000","32000000","1786","114286","64",SEGUNDO,FLORES NORTE,"7"
JUAN B. ALBERDI,"324","1300000","83200000","4012","256790","64",SEGUNDO,FLORES NORTE,"7"
Rivadavia,"1623","2000000","128000000","1232","78866","64",SEGUNDO,FLORES NORTE,"7"
Yerbal,"969","2700000","172800000","2786","178328","64",SEGUNDO,FLORES NORTE,"7"
Yerbal 2900,"969","2700000","172800000","2786","178328","64",SEGUNDO,FLORES NORTE,"7"
Curapaligue,"399","1000000","64000000","2506","160401","64",SEGUNDO,FLORES NORTE,"7"
Av. Velez Sarsfield,"3205","1950000","124800000","608","38939","64",SEGUNDO,BARRACAS OESTE,"4"
Santo Domingo al 2900,"226","198000","12672000","876","56071","64",SEGUNDO,BARRACAS OESTE,"4"
Billinghurst al 700,"776","2800000","194600000","3608","250773","70",SEGUNDO,ALMAGRO,"5"
