DIRECCION,SUPERFICIE,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Ohiggins,"338","1150000","73600000","3402","217751","64",SEGUNDO,NUÑEZ,"13"
Manuela Pedraza,"284","975000","62400000","3433","219718","64",SEGUNDO,NUÑEZ,"13"
Avda General Paz,"172","250000","16000000","1453","93023","64",SEGUNDO,NUÑEZ,"13"
Av. Cabildo 4625  | CA,"764","3950000","252800000","5170","330890","64",SEGUNDO,NUÑEZ,"13"
Vidal al 2900,"366","1400000","89600000","3825","244809","64",SEGUNDO,NUÑEZ,"13"
Udaondo 1300,"146","1200000","76800000","8219","526027","64",SEGUNDO,NUÑEZ,"13"
Crisologo Larralde al 1800,"192","400000","25600000","2083","133333","64",SEGUNDO,NUÑEZ,"13"
Av Cabildo,"535","2300000","147200000","4299","275140","64",SEGUNDO,NUÑEZ,"13"
Quesada 3018,"231","750000","48000000","3247","207792","64",SEGUNDO,NUÑEZ,"13"
Ruiz huidobro,"370","840000","53760000","2270","145297","64",SEGUNDO,NUÑEZ,"13"
Quesada 3000,"225","770000","49280000","3422","219022","64",SEGUNDO,NUÑEZ,"13"
Obligado,"390","1250000","80000000","3205","205128","64",SEGUNDO,NUÑEZ,"13"
Conesa 2900,"195","600000","38400000","3077","196923","64",SEGUNDO,NUÑEZ,"13"
M Pedraza,"327","500000","32000000","1529","97856","64",SEGUNDO,NUÑEZ,"13"
Moldes 3333,"783","460000","29440000","587","37599","64",SEGUNDO,NUÑEZ,"13"
vidal,"372","1100000","70400000","2957","189247","64",SEGUNDO,NUÑEZ,"13"
BESARES,"323","1450000","92800000","4489","287307","64",SEGUNDO,NUÑEZ,"13"
O HIGGINS,"177","490000","31360000","2768","177175","64",SEGUNDO,NUÑEZ,"13"
Guayra y 3 de Febrero,"240","695000","44480000","2896","185333","64",SEGUNDO,NUÑEZ,"13"
MOLDES,"123","730000","46720000","5935","379837","64",SEGUNDO,NUÑEZ,"13"
3 DE FEBRERO,"320","670000","42880000","2094","134000","64",SEGUNDO,NUÑEZ,"13"
Vilela,"250","1650000","105600000","6600","422400","64",SEGUNDO,NUÑEZ,"13"
,"323","1600000","102400000","4954","317028","64",SEGUNDO,NUÑEZ,"13"
Correa al 1800,"170","359000","22976000","2112","135153","64",SEGUNDO,NUÑEZ,"13"
Vuelta De Obligado,"300","1050000","67200000","3500","224000","64",SEGUNDO,NUÑEZ,"13"
Manuela Pedraza,"326","460000","29440000","1411","90307","64",SEGUNDO,NUÑEZ,"13"
Pico,"321","980000","62720000","3052","195341","64",SEGUNDO,NUÑEZ,"13"
Ramallo,"386","750000","48000000","1943","124352","64",SEGUNDO,NUÑEZ,"13"
Tte Cnel M Besares,"178","900000","57600000","5056","323596","64",SEGUNDO,NUÑEZ,"13"
Cordoba al 3700,"400","1800000","115200000","4500","288000","64",SEGUNDO,PALERMO,"14"
Medrano,"912","4200000","268800000","4605","294737","64",SEGUNDO,PALERMO,"14"
J Alvarez,"253","2000000","128000000","7905","505929","64",SEGUNDO,PALERMO,"14"
Gorostiaga,"360","3000000","192000000","8333","533333","64",SEGUNDO,PALERMO,"14"
Migueletes,"192","1580000","101120000","8229","526667","64",SEGUNDO,PALERMO,"14"
Tte B Matienzo,"406","1150000","73600000","2833","181281","64",SEGUNDO,PALERMO,"14"
Ciudad de la Paz al 100,"175","900000","57600000","5143","329143","64",SEGUNDO,PALERMO,"14"
BAEZ,"238","800000","51200000","3361","215126","64",SEGUNDO,PALERMO,"14"
ANCON,"172","950000","60800000","5523","353488","64",SEGUNDO,PALERMO,"14"
Luis Maria Campos al 600,"378","2500000","160000000","6614","423280","64",SEGUNDO,PALERMO,"14"
TEODORO GARCIA AL 1700,"150","1100000","70400000","7333","469333","64",SEGUNDO,PALERMO,"14"
Gorostiaga,"167","1600000","102400000","9581","613174","64",SEGUNDO,PALERMO,"14"
Baez,"191","700000","44800000","3665","234555","64",SEGUNDO,PALERMO,"14"
Avenida Indalecio Chenaut al al 1800,"370","2150000","137600000","5811","371892","64",SEGUNDO,PALERMO,"14"
Pasco al 1300,"404","430000","27520000","1064","68119","64",SEGUNDO,PALERMO,"14"
RAVIGNANI EMILIO DR.,"265","1945000","124480000","7340","469736","64",SEGUNDO,PALERMO,"14"
Amenabar,"240","649900","41593600","2708","173307","64",SEGUNDO,PALERMO,"14"
Godoy Cruz y Honduras,"627","1650000","105600000","2632","168421","64",SEGUNDO,PALERMO,"14"
HONDURAS,"156","950000","60800000","6090","389744","64",SEGUNDO,PALERMO,"14"
Araoz al 1500,"682","600000","38400000","880","56305","64",SEGUNDO,PALERMO,"14"
Ciudad de la Paz al 200,"580","2400000","153600000","4138","264828","64",SEGUNDO,PALERMO,"14"
MEDRANO,"257","670000","42880000","2607","166848","64",SEGUNDO,PALERMO,"14"
PALESTINA,"483","1300000","83200000","2692","172257","64",SEGUNDO,PALERMO,"14"
ARAOZ,"238","720000","46080000","3025","193613","64",SEGUNDO,PALERMO,"14"
Paraguay,"305","1050000","67200000","3443","220328","64",SEGUNDO,PALERMO,"14"
SCALABRINI ORTIZ RAUL,"641","2500000","160000000","3900","249610","64",SEGUNDO,PALERMO,"14"
Bulnes,"362","1300000","83200000","3591","229834","64",SEGUNDO,PALERMO,"14"
Palestina,"190","650000","41600000","3421","218947","64",SEGUNDO,PALERMO,"14"
CORDOBA,"520","3450000","220800000","6635","424615","64",SEGUNDO,PALERMO,"14"
Niceto Vega 5600,"460","1500000","96000000","3261","208696","64",SEGUNDO,PALERMO,"14"
Ancon al 5300,"171","950000","60800000","5556","355556","64",SEGUNDO,PALERMO,"14"
GORRITI,"255","580000","37120000","2275","145569","64",SEGUNDO,PALERMO,"14"
Pringles y Av. Cordoba,"273","900000","57600000","3297","210989","64",SEGUNDO,PALERMO,"14"
Malabia,"286","980000","62720000","3427","219301","64",SEGUNDO,PALERMO,"14"
Cnel N Vega,"180","730000","46720000","4056","259556","64",SEGUNDO,PALERMO,"14"
Cabrera 4097,"127","570000","36480000","4488","287244","64",SEGUNDO,PALERMO,"14"
Darregueyra 2400,"177","1030000","65920000","5819","372429","64",SEGUNDO,PALERMO,"14"
Malabia,"181","600000","38400000","3315","212155","64",SEGUNDO,PALERMO,"14"
Av. Córdoba al 4000,"413","1642000","105088000","3976","254450","64",SEGUNDO,PALERMO,"14"
"ALVAREZ, JULIAN","1300","650000","41600000","500","32000","64",SEGUNDO,PALERMO,"14"
DARWIN,"144","450000","28800000","3114","199308","64",SEGUNDO,PALERMO,"14"
Paraguay,"181","1480000","94720000","8177","523315","64",SEGUNDO,PALERMO,"14"
JOSE ANTONIO CABRERA,"238","770000","49280000","3235","207059","64",SEGUNDO,PALERMO,"14"
Godoy Cruz,"164","690000","44160000","4207","269268","64",SEGUNDO,PALERMO,"14"
Gascón,"345","1200000","76800000","3478","222609","64",SEGUNDO,PALERMO,"14"
Niceto Vega  5700,"431","1450000","92800000","3364","215313","64",SEGUNDO,PALERMO,"14"
PARAGUAY,"205","1300000","83200000","6341","405854","64",SEGUNDO,PALERMO,"14"
Soler,"260","1300000","83200000","5000","320000","64",SEGUNDO,PALERMO,"14"
Aráoz al 1200,"269","1240000","79360000","4610","295019","64",SEGUNDO,PALERMO,"14"
Cabrera,"127","699000","44736000","5504","352252","64",SEGUNDO,PALERMO,"14"
Mario Bravo,"447","3000000","192000000","6711","429530","64",SEGUNDO,PALERMO,"14"
MANSILLA LUCIO N. GRAL.,"148","750000","48000000","5068","324324","64",SEGUNDO,PALERMO,"14"
Angel J Carranza,"1388","5200000","332800000","3746","239769","64",SEGUNDO,PALERMO,"14"
Av Cordoba,"449","1200001","76800064","2673","171047","64",SEGUNDO,PALERMO,"14"
Darwin y Cabrera,"260","495000","31680000","1904","121846","64",SEGUNDO,PALERMO,"14"
DARWIN,"507","450000","28800000","888","56805","64",SEGUNDO,PALERMO,"14"
PALERMO: EXCELENTE LOTE SOBRE Juan B JUSTO FRENTE*,"345","2450000","156800000","7101","454493","64",SEGUNDO,PALERMO,"14"
AREVALO,"379","1450000","92800000","3826","244855","64",SEGUNDO,PALERMO,"14"
Fray Justo Santa Maria de Oro,"345","1700000","108800000","4928","315362","64",SEGUNDO,PALERMO,"14"
Av. Cnel. Niceto Vega al 5200,"408","1200000","76800000","2941","188235","64",SEGUNDO,PALERMO,"14"
MASON,"226","589000","37696000","2606","166796","64",SEGUNDO,PALERMO,"14"
Borges Jorge Luis,"162","850000","54400000","5247","335802","64",SEGUNDO,PALERMO,"14"
Godoy Cruz al 1700,"616","1650000","105600000","2679","171429","64",SEGUNDO,PALERMO,"14"
Scalabrini Ortiz,"415","2100000","134400000","5060","323855","64",SEGUNDO,PALERMO,"14"
GUATEMALA,"72","590000","37760000","8194","524444","64",SEGUNDO,PALERMO,"14"
Uriarte,"240","990000","63360000","4118","263550","64",SEGUNDO,PALERMO,"14"
Av. Córdoba 4000,"449","1700000","108800000","3786","242316","64",SEGUNDO,PALERMO,"14"
Araoz al 1400,"198","820000","52480000","4141","265051","64",SEGUNDO,PALERMO,"14"
CABRERA,"378","899000","57536000","2378","152212","64",SEGUNDO,PALERMO,"14"
Av. Luis Maria Campos,"756","4800000","307200000","6349","406349","64",SEGUNDO,PALERMO,"14"
Juan B. Justo al 1675,"287","2780000","177920000","9686","619930","64",SEGUNDO,PALERMO,"14"
Carranza al 2000,"427","1495000","95680000","3501","224075","64",SEGUNDO,PALERMO,"14"
PARAGUAY,"172","990000","63360000","5756","368372","64",SEGUNDO,PALERMO,"14"
HUMBOLDT,"159","850000","54400000","5346","342138","64",SEGUNDO,PALERMO,"14"
Esteban A Gascon,"146","700000","44800000","4795","306849","64",SEGUNDO,PALERMO,"14"
PARAGUAY,"127","290000","18560000","2283","146142","64",SEGUNDO,PALERMO,"14"
Fitz Roy  al 2400,"391","2100000","134400000","5371","343734","64",SEGUNDO,PALERMO,"14"
Soler,"355","1400000","89600000","3944","252394","64",SEGUNDO,PALERMO,"14"
GORRITI,"372","780000","49920000","2097","134194","64",SEGUNDO,PALERMO,"14"
HUMBOLDT al 1300,"159","850000","54400000","5346","342138","64",SEGUNDO,PALERMO,"14"
Carranza al 2000,"436","1495000","95680000","3429","219450","64",SEGUNDO,PALERMO,"14"
Gorriti,"370","850000","54400000","2297","147027","64",SEGUNDO,PALERMO,"14"
Cabrera Jose Antonio,"156","800000","51200000","5128","328205","64",SEGUNDO,PALERMO,"14"
GODOY CRUZ,"251","595000","38080000","2371","151713","64",SEGUNDO,PALERMO,"14"
Jorge L Borges,"626","1250000","80000000","1997","127796","64",SEGUNDO,PALERMO,"14"
Costa Rica 4400,"280","800000","51200000","2857","182857","64",SEGUNDO,PALERMO,"14"
Av. Córdoba,"449","1700000","108800000","3786","242316","64",SEGUNDO,PALERMO,"14"
CHARCAS,"242","1300000","83200000","5372","343802","64",SEGUNDO,PALERMO,"14"
Scalabrini Ortiz,"205","1300000","83200000","6341","405854","64",SEGUNDO,PALERMO,"14"
Niceto Vega al 5700,"400","1590000","101760000","3975","254400","64",SEGUNDO,PALERMO,"14"
Pringles,"1001","5900000","377600000","5894","377223","64",SEGUNDO,PALERMO,"14"
Araoz 1479,"441","890000","56960000","2018","129161","64",SEGUNDO,PALERMO,"14"
Araoz al 1200,"600","2800000","179200000","4667","298667","64",SEGUNDO,PALERMO,"14"
Paraguay al 4800,"331","1490000","95360000","4502","288097","64",SEGUNDO,PALERMO,"14"
COSTA RICA,"189","550000","35200000","2910","186243","64",SEGUNDO,PALERMO,"14"
Gorriti al 6000,"406","3300000","211200000","8128","520197","64",SEGUNDO,PALERMO,"14"
HONDURAS,"129","900000","57600000","6977","446512","64",SEGUNDO,PALERMO,"14"
fitz roy al 2000,"700","3800000","243200000","5429","347429","64",SEGUNDO,PALERMO,"14"
Malavia,"654","3450000","220800000","5275","337615","64",SEGUNDO,PALERMO,"14"
GASCON,"129","800000","51200000","6202","396899","64",SEGUNDO,PALERMO,"14"
CORDOBA,"248","2300000","147200000","9274","593548","64",SEGUNDO,PALERMO,"14"
Humboldt,"159","850000","54400000","5346","342138","64",SEGUNDO,PALERMO,"14"
Ravignani,"260","1300000","83200000","5000","320000","64",SEGUNDO,PALERMO,"14"
Gorriti,"258","1050000","67200000","4070","260465","64",SEGUNDO,PALERMO,"14"
Costa Rica,"400","1300000","83200000","3250","208000","64",SEGUNDO,PALERMO,"14"
Niceto Vega 5600,"433","1500000","96000000","3464","221709","64",SEGUNDO,PALERMO,"14"
Angel Justiniano Carranza,"135","720000","46080000","5333","341333","64",SEGUNDO,PALERMO,"14"
Angel Justiniano Carranza,"363","1550000","99200000","4270","273278","64",SEGUNDO,PALERMO,"14"
Soler,"165","1050000","67200000","6364","407273","64",SEGUNDO,PALERMO,"14"
Paraguay,"173","980000","62720000","5665","362543","64",SEGUNDO,PALERMO,"14"
Niceto Vega 5800,"217","1650000","105600000","7604","486636","64",SEGUNDO,PALERMO,"14"
EL SALVADOR al 5500,"142","710000","45440000","5000","320000","64",SEGUNDO,PALERMO,"14"
Humboldt Al,"400","1100000","70400000","2750","176000","64",SEGUNDO,PALERMO,"14"
Carranza Angel 1400,"453","1650000","105600000","3642","233113","64",SEGUNDO,PALERMO,"14"
FITZ ROY,"237","1190000","76160000","5021","321350","64",SEGUNDO,PALERMO,"14"
El Salvador,"160","580000","37120000","3625","232000","64",SEGUNDO,PALERMO,"14"
Paraguay y Fitz Roy,"420","1750000","112000000","4167","266667","64",SEGUNDO,PALERMO,"14"
Humboldt,"483","4200000","268800000","8696","556522","64",SEGUNDO,PALERMO,"14"
CARRANZA ANGEL J.,"143","440000","28160000","3077","196923","64",SEGUNDO,PALERMO,"14"
Nicaragua,"289","1250000","80000000","4325","276817","64",SEGUNDO,PALERMO,"14"
Fitz Roy,"612","1500000","96000000","2451","156863","64",SEGUNDO,PALERMO,"14"
Angel Justiniano Carranza,"306","1800000","115200000","5882","376471","64",SEGUNDO,PALERMO,"14"
HUMBOLDT,"82","490000","31360000","5995","383702","64",SEGUNDO,PALERMO,"14"
Angel J Carranza,"132","849000","54336000","6432","411636","64",SEGUNDO,PALERMO,"14"
Paraguay,"204","1220000","78080000","5980","382745","64",SEGUNDO,PALERMO,"14"
Gorriti,"303","870000","55680000","2871","183762","64",SEGUNDO,PALERMO,"14"
GUATEMALA,"268","980000","62720000","3657","234030","64",SEGUNDO,PALERMO,"14"
Gurruchaga,"178","495000","31680000","2781","177978","64",SEGUNDO,PALERMO,"14"
Fray Justo Santa María de Oro 2300,"164","1200000","76800000","7317","468293","64",SEGUNDO,PALERMO,"14"
Honduras,"188","1300000","83200000","6915","442553","64",SEGUNDO,PALERMO,"14"
Paraguay 4600,"204","1220000","78080000","5980","382745","64",SEGUNDO,PALERMO,"14"
SORIA,"192","600000","38400000","3125","200000","64",SEGUNDO,PALERMO,"14"
Rep De Honduras,"108","750000","48000000","6944","444444","64",SEGUNDO,PALERMO,"14"
Gascón 1701,"187","1100000","70400000","5882","376471","64",SEGUNDO,PALERMO,"14"
J M Serrano,"184","950000","60800000","5163","330435","64",SEGUNDO,PALERMO,"14"
Gorriti,"373","778000","49792000","2086","133491","64",SEGUNDO,PALERMO,"14"
Darregueyra al 2200,"152","1000000","64000000","6579","421053","64",SEGUNDO,PALERMO,"14"
Av cordoba 5031,"1516","1050000","67200000","693","44327","64",SEGUNDO,PALERMO,"14"
Malabia,"240","1390000","88960000","5792","370667","64",SEGUNDO,PALERMO,"14"
Costa Rica al 4600,"408","1840000","117760000","4510","288627","64",SEGUNDO,PALERMO,"14"
Jose I Gorriti,"320","1100000","70400000","3438","220000","64",SEGUNDO,PALERMO,"14"
Rep De Honduras,"140","875000","56000000","6250","400000","64",SEGUNDO,PALERMO,"14"
Av Scalabrini Ortiz,"427","2900000","185600000","6792","434660","64",SEGUNDO,PALERMO,"14"
Av Scalabrini Ortiz,"462","2100000","134400000","4545","290909","64",SEGUNDO,PALERMO,"14"
HONDURAS,"173","695500","44512000","4020","257295","64",SEGUNDO,PALERMO,"14"
Bulnes,"3198","2350000","150400000","735","47029","64",SEGUNDO,PALERMO,"14"
THAMES,"1004","2500000","160000000","2490","159363","64",SEGUNDO,PALERMO,"14"
CORDOBA,"147","950000","60800000","6463","413605","64",SEGUNDO,PALERMO,"14"
Caldas y Tronador,"443","1200000","76800000","2709","173363","64",SEGUNDO,PALERMO,"14"
Huergo Ing. Av.,"1302","6500000","416000000","4992","319508","64",SEGUNDO,PUERTO MADERO,"1"
LOTE TERRENO EN VENTA CABA  SAN TELMO PUERTO MADE*,"1338","6500000","416000000","4858","310912","64",SEGUNDO,PUERTO MADERO,"1"
LOTE TERRENO EN VENTA CABA  SAN TELMO PUERTO MADE*,"642","3200000","204800000","4984","319003","64",SEGUNDO,PUERTO MADERO,"1"
Cabrera,"278","1190000","76160000","4281","273957","64",SEGUNDO,RECOLETA,"2"
Gral Lucio Mansilla,"264","1500000","96000000","5682","363636","64",SEGUNDO,RECOLETA,"2"
Agüero,"155","900000","57600000","5806","371613","64",SEGUNDO,RECOLETA,"2"
Marcelo T de Alvear,"114","645000","41280000","5658","362105","64",SEGUNDO,RECOLETA,"2"
Arenales,"383","2350000","150400000","6136","392689","64",SEGUNDO,RECOLETA,"2"
Ayacucho,"437","3000000","192000000","6865","439359","64",SEGUNDO,RECOLETA,"2"
ARENALES,"191","1380000","88320000","7225","462408","64",SEGUNDO,RECOLETA,"2"
Junin,"131","1250000","80000000","9542","610687","64",SEGUNDO,RECOLETA,"2"
Pres Jose E Uriburu,"1100","1600000","102400000","1455","93091","64",SEGUNDO,RECOLETA,"2"
J.a.cabrera,"152","750000","48000000","4934","315789","64",SEGUNDO,RECOLETA,"2"
Arenales,"2300","2500000","160000000","1087","69565","64",SEGUNDO,RECOLETA,"2"
Billinghurst,"277","1600000","102400000","5783","370143","64",SEGUNDO,RECOLETA,"2"
URIBURU,"109","770000","49280000","7080","453149","64",SEGUNDO,RECOLETA,"2"
JUNIN,"260","1550000","99200000","5955","381128","64",SEGUNDO,RECOLETA,"2"
Juncal al 2400,"133","950000","60800000","7143","457143","64",SEGUNDO,RECOLETA,"2"
MANSILLA,"93","620000","39680000","6667","426667","64",SEGUNDO,RECOLETA,"2"
ANCHORENA TOMAS M. DE DR.,"444","1200000","76800000","2703","172973","64",SEGUNDO,RECOLETA,"2"
Cabrera,"155","850000","54400000","5484","350968","64",SEGUNDO,RECOLETA,"2"
LIBERTAD 52,"171","630000","40320000","3684","235789","64",SEGUNDO,RETIRO,"1"
Paraguay al 800,"286","1950000","124800000","6818","436364","64",SEGUNDO,RETIRO,"1"
AV CORDOBA Y SUIPACHA,"280","2500000","160000000","8929","571429","64",SEGUNDO,RETIRO,"1"
Paraguay,"485","1600000","102400000","3297","210986","64",SEGUNDO,RETIRO,"1"
CONSTITUYENTES,"252","590000","37760000","2341","149841","64",SEGUNDO,AGRONOMIA,"15"
HELGUERA,"285","420000","26880000","1474","94316","64",SEGUNDO,AGRONOMIA,"15"
Espinosa,"194","350000","22400000","1804","115464","64",SEGUNDO,AGRONOMIA,"15"
CHORROARIN 121 - 127 - 137 -,"1357","2200000","140800000","1621","103758","64",SEGUNDO,AGRONOMIA,"15"
CHORROARIN 121 - 127 -,"977","1599000","102336000","1637","104745","64",SEGUNDO,AGRONOMIA,"15"
CHORROARIN 109 - 115 - 121 - 127 - 137,"1735","2999000","191936000","1729","110626","64",SEGUNDO,AGRONOMIA,"15"
CHORROARIN,"151","360000","23040000","2384","152583","64",SEGUNDO,AGRONOMIA,"15"
Chorroarin 109 -,"378","869000","55616000","2299","147132","64",SEGUNDO,AGRONOMIA,"15"
Av. San Martin 4800,"263","860000","55040000","3270","209278","64",SEGUNDO,AGRONOMIA,"15"
Av. San Martín al 5500,"203","605000","38720000","2980","190739","64",SEGUNDO,AGRONOMIA,"15"
PEDRO LOZANO al 2600,"254","720000","46080000","2835","181417","64",SEGUNDO,AGRONOMIA,"15"
TINOGASTA 2700,"211","620000","39680000","2938","188057","64",SEGUNDO,AGRONOMIA,"15"
Av San Martin,"297","850000","54400000","2865","183350","64",SEGUNDO,AGRONOMIA,"15"
Asuncion,"673","1150000","73600000","1709","109361","64",SEGUNDO,AGRONOMIA,"15"
Av Nazca,"123","400000","25600000","3252","208130","64",SEGUNDO,AGRONOMIA,"15"
Terrada 3560,"371","450000","28800000","1213","77628","64",SEGUNDO,AGRONOMIA,"15"
Solano Lopez,"371","360000","23040000","970","62102","64",SEGUNDO,AGRONOMIA,"15"
ASUNCION,"261","290000","18560000","1111","71111","64",SEGUNDO,AGRONOMIA,"15"
Solano Lopez,"750","1000000","64000000","1333","85333","64",SEGUNDO,AGRONOMIA,"15"
ARANGUREN JUAN F. DR.,"152","400000","25600000","2632","168421","64",SEGUNDO,CABALLITO,"6"
RIO DE JANEIRO,"548","1700000","108800000","3102","198540","64",SEGUNDO,CABALLITO,"6"
México,"110","988000","63232000","8982","574836","64",SEGUNDO,CABALLITO,"6"
RAMOS MEJIA,"171","390000","24960000","2281","145965","64",SEGUNDO,CABALLITO,"6"
Av. La Plata 500,"420","1300000","83200000","3095","198095","64",SEGUNDO,CABALLITO,"6"
Rio de Janeiro 500,"789","1900000","121600000","2408","154119","64",SEGUNDO,CABALLITO,"6"
Av La Plata,"392","1800000","115200000","4592","293878","64",SEGUNDO,CABALLITO,"6"
Bogota,"248","690000","44160000","2782","178065","64",SEGUNDO,CABALLITO,"6"
GAONA,"189","950000","60800000","5026","321693","64",SEGUNDO,CABALLITO,"6"
Avenida Díaz Vélez,"523","1600000","102400000","3059","195793","64",SEGUNDO,CABALLITO,"6"
Carabobo,"828","730000","46720000","882","56425","64",SEGUNDO,CABALLITO,"6"
Senillosa,"259","850000","54400000","3282","210039","64",SEGUNDO,CABALLITO,"6"
Benjamin Franklin,"239","310000","19840000","1297","83013","64",SEGUNDO,CABALLITO,"6"
Paysandu,"207","450000","28800000","2174","139130","64",SEGUNDO,CABALLITO,"6"
Paysandú 449,"217","475000","30400000","2189","140092","64",SEGUNDO,CABALLITO,"6"
Sor Juana Inés De La Cruz,"225","190000","12160000","844","54044","64",SEGUNDO,CABALLITO,"6"
LUIS VIALE,"235","210000","13440000","894","57191","64",SEGUNDO,CABALLITO,"6"
EMILIO MITRE,"406","1100000","70400000","2709","173399","64",SEGUNDO,CABALLITO,"6"
ELEODORO LOBOS 700,"328","995000","63680000","3034","194146","64",SEGUNDO,CABALLITO,"6"
AV. AVELLANEDA al 1000,"129","339000","21696000","2628","168186","64",SEGUNDO,CABALLITO,"6"
"Vallese, Felipe","106","320000","20480000","3019","193208","64",SEGUNDO,CABALLITO,"6"
PUJOL 1000,"249","600000","38400000","2410","154217","64",SEGUNDO,CABALLITO,"6"
Av. Del Barco Centenera 700,"371","670000","42880000","1806","115580","64",SEGUNDO,CABALLITO,"6"
Epuyen 500,"356","698000","44672000","1961","125483","64",SEGUNDO,CABALLITO,"6"
Franklin entre Espinosa y Pujol,"673","690000","44160000","1025","65617","64",SEGUNDO,CABALLITO,"6"
Yerbal,"1035","3000000","192000000","2899","185507","64",SEGUNDO,CABALLITO,"6"
Pedro Goyena,"340","2800000","179200000","8235","527059","64",SEGUNDO,CABALLITO,"6"
EDUARDO ACEVEDO 80,"195","900000","57600000","4615","295385","64",SEGUNDO,CABALLITO,"6"
Av. Juan B. Alberdi 736-738,"235","800000","51200000","3404","217872","64",SEGUNDO,CABALLITO,"6"
Estivao al 100,"236","650000","41600000","2754","176271","64",SEGUNDO,CABALLITO,"6"
Campichuelo,"255","399000","25536000","1565","100141","64",SEGUNDO,CABALLITO,"6"
PASAJE ORTEGA,"500","290000","18560000","580","37120","64",SEGUNDO,CABALLITO,"6"
El Maestro,"202","300000","19200000","1488","95238","64",SEGUNDO,CABALLITO,"6"
Juan Jose Biedma 1066,"250","430000","27520000","1720","110080","64",SEGUNDO,CABALLITO,"6"
Diaz Velez,"176","750000","48000000","4261","272727","64",SEGUNDO,CABALLITO,"6"
Rio de Janeiro 500,"196","950000","60800000","4847","310204","64",SEGUNDO,CABALLITO,"6"
HIDALGO 600,"1447","3800000","243200000","2626","168072","64",SEGUNDO,CABALLITO,"6"
Neuquen al 500,"520","1580000","101120000","3038","194462","64",SEGUNDO,CABALLITO,"6"
Avellaneda,"138","430000","27520000","3116","199420","64",SEGUNDO,CABALLITO,"6"
Av Directorio,"974","4500000","288000000","4620","295688","64",SEGUNDO,CABALLITO,"6"
Rio de Janeiro,"412","700000","44800000","1699","108738","64",SEGUNDO,CABALLITO,"6"
Honorio Pueyrredón 400,"294","1650000","105600000","5612","359184","64",SEGUNDO,CABALLITO,"6"
Av Directorio,"167","650000","41600000","3892","249102","64",SEGUNDO,CABALLITO,"6"
BELAUSTEGUI LUIS DR.,"150","265000","16960000","1767","113067","64",SEGUNDO,CABALLITO,"6"
ACOYTE,"300","1980000","126720000","6600","422400","64",SEGUNDO,CABALLITO,"6"
RAMON FALCON,"399","1100000","70400000","2757","176441","64",SEGUNDO,CABALLITO,"6"
Avellaneda,"145","420000","26880000","2897","185379","64",SEGUNDO,CABALLITO,"6"
Av. J.B Alberdi 800,"2900","1650000","105600000","569","36414","64",SEGUNDO,CABALLITO,"6"
Nicolas Repetto,"352","840000","53760000","2386","152727","64",SEGUNDO,CABALLITO,"6"
NICOLAS REPETTO 1300,"508","1500000","96000000","2953","188976","64",SEGUNDO,CABALLITO,"6"
GALICIA,"128","240000","15360000","1875","120000","64",SEGUNDO,CABALLITO,"6"
VALENTIN VIRASORO,"306","980000","62720000","3203","204967","64",SEGUNDO,CABALLITO,"6"
RIGLOS,"206","690000","44160000","3343","213953","64",SEGUNDO,CABALLITO,"6"
DIAZ VELEZ,"1287","3700000","236800000","2875","183994","64",SEGUNDO,CABALLITO,"6"
Rio de janeiro,"209","1490000","95360000","7129","456268","64",SEGUNDO,CABALLITO,"6"
F Senillosa,"450","1500000","96000000","3333","213333","64",SEGUNDO,CABALLITO,"6"
Yerbal al 1400,"380","1450000","92800000","3816","244211","64",SEGUNDO,CABALLITO,"6"
EMILIO MITRE,"237","890000","56960000","3755","240338","64",SEGUNDO,CABALLITO,"6"
Mendez de Andez,"178","485000","31040000","2725","174382","64",SEGUNDO,CABALLITO,"6"
F Doblas,"276","1450000","92800000","5256","336415","64",SEGUNDO,CABALLITO,"6"
LUIS VIALE,"228","390000","24960000","1711","109474","64",SEGUNDO,CABALLITO,"6"
Yerbal,"588","1400000","89600000","2381","152381","64",SEGUNDO,CABALLITO,"6"
Av. Del Barco Centenera 200,"600","320000","20480000","533","34133","64",SEGUNDO,CABALLITO,"6"
Beauchef,"300","690000","44160000","2300","147200","64",SEGUNDO,CABALLITO,"6"
Av.Directorio 1100,"200","799000","51136000","3995","255680","64",SEGUNDO,CABALLITO,"6"
Pje San Ireneo,"270","500000","32000000","1852","118519","64",SEGUNDO,CABALLITO,"6"
Apolinario Figueroa al 1100,"500","570000","36480000","1140","72960","64",SEGUNDO,CABALLITO,"6"
YERBAL,"1017","3300000","211200000","3244","207625","64",SEGUNDO,CABALLITO,"6"
THOMPSON,"2253","1300000","83200000","577","36929","64",SEGUNDO,CABALLITO,"6"
Dr L Belaustegui,"845","650000","41600000","769","49231","64",SEGUNDO,CABALLITO,"6"
Valentin Virasoro 900,"310","1100000","70400000","3548","227097","64",SEGUNDO,CABALLITO,"6"
Dr N Repetto,"352","840000","53760000","2386","152727","64",SEGUNDO,CABALLITO,"6"
Malvinas Argentinas al al 100,"246","1280000","81920000","5203","333008","64",SEGUNDO,CABALLITO,"6"
"GAINZA, MARTIN DE al 300","232","794000","50816000","3422","219034","64",SEGUNDO,CABALLITO,"6"
